Microorganism,Antibiotics,Year,Country,N,%R,Fully susceptible,%ESBL,Non-susceptible,Number of laboratories
Escherichia coli,aminoglycosides,2011,Poland,1171,8.4,,,,
Escherichia coli,aminoglycosides,2011,Lithuania,382,9.7,,,,
Escherichia coli,aminoglycosides,2011,Ireland,2158,10.2,,,,
Escherichia coli,aminoglycosides,2011,Romania,50,18.0,,,,
Escherichia coli,aminoglycosides,2011,Spain,5603,14.8,,,,
Escherichia coli,aminoglycosides,2011,Portugal,1962,16.1,,,,
Escherichia coli,aminoglycosides,2011,Greece,1434,16.8,,,,
Escherichia coli,aminoglycosides,2011,Hungary,1226,14.8,,,,
Escherichia coli,aminoglycosides,2011,Italy,1985,18.3,,,,
Escherichia coli,aminoglycosides,2011,Slovakia,740,17.8,,,,
Escherichia coli,aminoglycosides,2011,Cyprus,138,23.9,,,,
Escherichia coli,aminoglycosides,2011,Bulgaria,179,17.3,,,,
Escherichia coli,aminoglycosides,2012,Iceland,138,3.6,,,,
Escherichia coli,aminoglycosides,2012,Sweden,5538,5.0,,,,
Escherichia coli,aminoglycosides,2012,Belgium,3689,5.9,,,,
Escherichia coli,aminoglycosides,2012,Netherlands,4708,7.2,,,,
Escherichia coli,aminoglycosides,2012,Norway,3023,5.8,,,,
Escherichia coli,aminoglycosides,2012,Denmark,3687,7.3,,,,
Escherichia coli,aminoglycosides,2012,Finland,2993,6.1,,,,
Escherichia coli,aminoglycosides,2012,Latvia,154,11.7,,,,
Escherichia coli,aminoglycosides,2012,Luxembourg,334,6.3,,,,
Escherichia coli,aminoglycosides,2012,Germany,4190,7.1,,,,
Escherichia coli,aminoglycosides,2012,Austria,3713,6.5,,,,
Escherichia coli,aminoglycosides,2012,Estonia,306,7.5,,,,
Escherichia coli,aminoglycosides,2012,France,5750,8.2,,,,
Escherichia coli,aminoglycosides,2012,Croatia,905,7.1,,,,
Escherichia coli,aminoglycosides,2012,Czech Republic,2812,8.4,,,,
Escherichia coli,aminoglycosides,2012,United Kingdom,6390,8.6,,,,
Escherichia coli,aminoglycosides,2012,Malta,216,13.9,,,,
Escherichia coli,aminoglycosides,2012,Slovenia,1168,8.6,,,,
Escherichia coli,aminoglycosides,2012,Poland,1046,11.9,,,,
Escherichia coli,aminoglycosides,2012,Lithuania,461,9.5,,,,
Escherichia coli,aminoglycosides,2012,Ireland,2378,11.1,,,,
Escherichia coli,aminoglycosides,2012,Romania,185,24.3,,,,
Escherichia coli,aminoglycosides,2012,Spain,5675,15.6,,,,
Escherichia coli,aminoglycosides,2012,Portugal,2155,16.3,,,,
Escherichia coli,aminoglycosides,2012,Greece,1372,17.9,,,,
Escherichia coli,aminoglycosides,2012,Hungary,1409,17.2,,,,
Escherichia coli,aminoglycosides,2012,Italy,3093,21.4,,,,
Escherichia coli,aminoglycosides,2012,Slovakia,694,21.2,,,,
Escherichia coli,aminoglycosides,2012,Cyprus,176,21.0,,,,
Escherichia coli,aminoglycosides,2012,Bulgaria,223,26.5,,,,
Escherichia coli,aminoglycosides,2013,Iceland,121,4.1,,,,
Escherichia coli,aminoglycosides,2013,Sweden,7101,6.0,,,,
Escherichia coli,aminoglycosides,2013,Belgium,4093,6.1,,,,
Escherichia coli,aminoglycosides,2013,Netherlands,4743,6.2,,,,
Escherichia coli,aminoglycosides,2013,Norway,3079,6.4,,,,
Escherichia coli,aminoglycosides,2013,Denmark,3887,6.5,,,,
Escherichia coli,aminoglycosides,2013,Finland,3530,6.5,,,,
Escherichia coli,aminoglycosides,2013,Latvia,136,6.6,,,,
Escherichia coli,aminoglycosides,2013,Luxembourg,308,6.8,,,,
Escherichia coli,aminoglycosides,2013,Germany,5253,7.0,,,,
Escherichia coli,aminoglycosides,2013,Austria,4369,7.3,,,,
Escherichia coli,aminoglycosides,2013,Estonia,341,7.6,,,,
Escherichia coli,aminoglycosides,2013,France,10156,7.8,,,,
Escherichia coli,aminoglycosides,2013,Croatia,1028,7.9,,,,
Escherichia coli,aminoglycosides,2013,Czech Republic,2957,9.1,,,,
Escherichia coli,aminoglycosides,2013,United Kingdom,7167,9.2,,,,
Escherichia coli,aminoglycosides,2013,Malta,248,9.7,,,,
Escherichia coli,aminoglycosides,2013,Slovenia,1224,9.7,,,,
Escherichia coli,aminoglycosides,2013,Poland,1070,11.0,,,,
Escherichia coli,aminoglycosides,2013,Lithuania,430,11.2,,,,
Escherichia coli,aminoglycosides,2013,Ireland,2482,11.4,,,,
Escherichia coli,aminoglycosides,2013,Romania,298,14.8,,,,
Escherichia coli,aminoglycosides,2013,Spain,5930,15.4,,,,
Escherichia coli,aminoglycosides,2013,Portugal,2685,15.8,,,,
Escherichia coli,aminoglycosides,2013,Greece,1240,17.0,,,,
Escherichia coli,aminoglycosides,2013,Hungary,1431,17.1,,,,
Escherichia coli,aminoglycosides,2013,Italy,4002,18.5,,,,
Escherichia coli,aminoglycosides,2013,Slovakia,808,24.3,,,,
Escherichia coli,aminoglycosides,2013,Cyprus,162,24.7,,,,
Escherichia coli,aminoglycosides,2013,Bulgaria,187,32.1,,,,
Escherichia coli,aminopenicillins,2010,Sweden,1727,34.7,,,,
Escherichia coli,aminopenicillins,2010,Finland,2165,33.8,,,,
Escherichia coli,aminopenicillins,2010,Norway,2268,38.2,,,,
Escherichia coli,aminopenicillins,2010,Denmark,3412,45.8,,,,
Escherichia coli,aminopenicillins,2010,Iceland,100,46.0,,,,
Escherichia coli,aminopenicillins,2010,Estonia,259,37.5,,,,
Escherichia coli,aminopenicillins,2010,Netherlands,3404,47.6,,,,
Escherichia coli,aminopenicillins,2010,Austria,2928,50.6,,,,
Escherichia coli,aminopenicillins,2010,Slovenia,941,48.0,,,,
Escherichia coli,aminopenicillins,2010,Latvia,98,50.0,,,,
Escherichia coli,aminopenicillins,2010,Germany,3022,54.4,,,,
Escherichia coli,aminopenicillins,2010,Croatia,625,53.0,,,,
Escherichia coli,aminopenicillins,2010,Lithuania,329,55.9,,,,
Escherichia coli,aminopenicillins,2010,Luxembourg,353,63.2,,,,
Escherichia coli,aminopenicillins,2010,Malta,192,44.3,,,,
Escherichia coli,aminopenicillins,2010,Czech Republic,2481,59.3,,,,
Escherichia coli,aminopenicillins,2010,France,9017,54.6,,,,
Escherichia coli,aminopenicillins,2010,Greece,1474,52.3,,,,
Escherichia coli,aminopenicillins,2010,Belgium,1957,56.9,,,,
Escherichia coli,aminopenicillins,2010,Portugal,1976,55.8,,,,
Escherichia coli,aminopenicillins,2010,Hungary,1328,65.3,,,,
Escherichia coli,aminopenicillins,2010,United Kingdom,4429,62.3,,,,
Escherichia coli,aminopenicillins,2010,Spain,5696,64.5,,,,
Escherichia coli,aminopenicillins,2010,Poland,616,60.2,,,,
Escherichia coli,aminopenicillins,2010,Italy,2288,64.2,,,,
Escherichia coli,aminopenicillins,2010,Romania,23,82.6,,,,
Escherichia coli,aminopenicillins,2010,Ireland,2121,66.8,,,,
Escherichia coli,aminopenicillins,2010,Bulgaria,142,71.8,,,,
Escherichia coli,aminopenicillins,2010,Cyprus,137,62.0,,,,
Escherichia coli,aminopenicillins,2011,Sweden,1023,34.8,,,,
Escherichia coli,aminopenicillins,2011,Finland,2264,37.3,,,,
Escherichia coli,aminopenicillins,2011,Norway,2617,39.1,,,,
Escherichia coli,aminopenicillins,2011,Denmark,3638,47.9,,,,
Escherichia coli,aminopenicillins,2011,Iceland,129,48.1,,,,
Escherichia coli,aminopenicillins,2011,Netherlands,4425,48.5,,,,
Escherichia coli,aminopenicillins,2011,Austria,3148,50.3,,,,
Escherichia coli,aminopenicillins,2011,Slovenia,1002,53.9,,,,
Escherichia coli,aminopenicillins,2011,Latvia,130,54.6,,,,
Escherichia coli,aminopenicillins,2011,Germany,3638,52.3,,,,
Escherichia coli,aminopenicillins,2011,Croatia,975,55.3,,,,
Escherichia coli,aminopenicillins,2011,Lithuania,383,47.8,,,,
Escherichia coli,aminopenicillins,2011,Luxembourg,353,52.1,,,,
Escherichia coli,aminopenicillins,2011,Malta,219,53.0,,,,
Escherichia coli,aminopenicillins,2011,Czech Republic,2683,60.7,,,,
Escherichia coli,aminopenicillins,2011,France,8784,55.1,,,,
Escherichia coli,aminopenicillins,2011,Greece,1297,54.5,,,,
Escherichia coli,aminopenicillins,2011,Belgium,3507,58.7,,,,
Escherichia coli,aminopenicillins,2011,Portugal,1963,56.5,,,,
Escherichia coli,aminopenicillins,2011,Hungary,991,64.7,,,,
Escherichia coli,aminopenicillins,2011,Slovakia,610,68.4,,,,
Escherichia coli,aminopenicillins,2011,United Kingdom,5074,62.8,,,,
Escherichia coli,aminopenicillins,2011,Spain,5592,65.6,,,,
Escherichia coli,aminopenicillins,2011,Poland,934,62.0,,,,
Escherichia coli,aminopenicillins,2011,Italy,1530,67.1,,,,
Escherichia coli,aminopenicillins,2011,Romania,24,70.8,,,,
Escherichia coli,aminopenicillins,2011,Ireland,2118,69.5,,,,
Escherichia coli,aminopenicillins,2011,Bulgaria,152,60.5,,,,
Escherichia coli,aminopenicillins,2011,Cyprus,134,77.6,,,,
Escherichia coli,aminopenicillins,2012,Finland,2090,39.7,,,,
Escherichia coli,aminopenicillins,2012,Norway,2995,43.2,,,,
Escherichia coli,aminopenicillins,2012,Denmark,3708,45.2,,,,
Escherichia coli,aminopenicillins,2012,Iceland,131,44.3,,,,
Escherichia coli,aminopenicillins,2012,Estonia,216,48.1,,,,
Escherichia coli,aminopenicillins,2012,Netherlands,4697,49.0,,,,
Escherichia coli,aminopenicillins,2012,Austria,3625,50.6,,,,
Escherichia coli,aminopenicillins,2012,Slovenia,1168,50.4,,,,
Escherichia coli,aminopenicillins,2012,Latvia,153,54.2,,,,
Escherichia coli,aminopenicillins,2012,Germany,4162,49.6,,,,
Escherichia coli,aminopenicillins,2012,Croatia,904,51.4,,,,
Escherichia coli,aminopenicillins,2012,Lithuania,461,52.5,,,,
Escherichia coli,aminopenicillins,2012,Luxembourg,335,50.7,,,,
Escherichia coli,aminopenicillins,2012,Malta,207,54.6,,,,
Escherichia coli,aminopenicillins,2012,Czech Republic,2811,56.8,,,,
Escherichia coli,aminopenicillins,2012,France,9599,55.2,,,,
Escherichia coli,aminopenicillins,2012,Greece,1270,55.0,,,,
Escherichia coli,aminopenicillins,2012,Belgium,3898,56.3,,,,
Escherichia coli,aminopenicillins,2012,Portugal,2152,59.4,,,,
Escherichia coli,aminopenicillins,2012,Hungary,1328,63.9,,,,
Escherichia coli,aminopenicillins,2012,Slovakia,596,64.9,,,,
Escherichia coli,aminopenicillins,2012,United Kingdom,5846,62.7,,,,
Escherichia coli,aminopenicillins,2012,Spain,5672,65.4,,,,
Escherichia coli,aminopenicillins,2012,Poland,736,63.3,,,,
Escherichia coli,aminopenicillins,2012,Italy,2123,67.5,,,,
Escherichia coli,aminopenicillins,2012,Romania,185,58.9,,,,
Escherichia coli,aminopenicillins,2012,Ireland,2329,67.4,,,,
Escherichia coli,aminopenicillins,2012,Bulgaria,207,71.0,,,,
Escherichia coli,aminopenicillins,2012,Cyprus,176,70.5,,,,
Escherichia coli,aminopenicillins,2013,Sweden,452,34.1,,,,
Escherichia coli,aminopenicillins,2013,Finland,2124,37.3,,,,
Escherichia coli,aminopenicillins,2013,Norway,3016,43.0,,,,
Escherichia coli,aminopenicillins,2013,Denmark,3965,46.3,,,,
Escherichia coli,aminopenicillins,2013,Iceland,121,46.3,,,,
Escherichia coli,aminopenicillins,2013,Estonia,235,46.4,,,,
Escherichia coli,aminopenicillins,2013,Netherlands,4656,47.5,,,,
Escherichia coli,aminopenicillins,2013,Austria,4379,51.3,,,,
Escherichia coli,aminopenicillins,2013,Slovenia,1224,51.5,,,,
Escherichia coli,aminopenicillins,2013,Latvia,135,51.9,,,,
Escherichia coli,aminopenicillins,2013,Germany,5220,53.0,,,,
Escherichia coli,aminopenicillins,2013,Croatia,1036,53.7,,,,
Escherichia coli,aminopenicillins,2013,Lithuania,432,54.2,,,,
Escherichia coli,aminopenicillins,2013,Luxembourg,299,54.5,,,,
Escherichia coli,aminopenicillins,2013,Malta,248,54.8,,,,
Escherichia coli,aminopenicillins,2013,Czech Republic,2954,54.9,,,,
Escherichia coli,aminopenicillins,2013,France,10146,55.1,,,,
Escherichia coli,aminopenicillins,2013,Greece,1149,56.4,,,,
Escherichia coli,aminopenicillins,2013,Belgium,4350,56.8,,,,
Escherichia coli,aminopenicillins,2013,Portugal,2677,59.4,,,,
Escherichia coli,aminopenicillins,2013,Hungary,1411,60.9,,,,
Escherichia coli,aminopenicillins,2013,Slovakia,786,61.5,,,,
Escherichia coli,aminopenicillins,2013,United Kingdom,6648,63.1,,,,
Escherichia coli,aminopenicillins,2013,Spain,5720,65.1,,,,
Escherichia coli,aminopenicillins,2013,Poland,277,65.3,,,,
Escherichia coli,aminopenicillins,2013,Italy,2356,65.7,,,,
Escherichia coli,aminopenicillins,2013,Romania,279,67.4,,,,
Escherichia coli,aminopenicillins,2013,Ireland,2465,69.4,,,,
Escherichia coli,aminopenicillins,2013,Bulgaria,160,74.4,,,,
Escherichia coli,aminopenicillins,2013,Cyprus,162,77.2,,,,
Escherichia coli,carbapenems,2010,Croatia,872,0.3,,,,
Escherichia coli,carbapenems,2010,Cyprus,138,0.7,,,,
Escherichia coli,carbapenems,2010,Czech Republic,1647,0.1,,,,
Escherichia coli,carbapenems,2010,Estonia,225,0.05,,,,
Escherichia coli,carbapenems,2010,Finland,2471,0.0,,,,
Escherichia coli,carbapenems,2010,Iceland,104,0.0,,,,
Escherichia coli,carbapenems,2010,Latvia,96,0.05,,,,
Escherichia coli,carbapenems,2010,Lithuania,238,0.05,,,,
Escherichia coli,carbapenems,2010,Luxembourg,340,0.05,,,,
Escherichia coli,carbapenems,2010,Malta,192,0.05,,,,
Escherichia coli,carbapenems,2010,Poland,703,0.1,,,,
Escherichia coli,carbapenems,2010,Romania,31,0.05,,,,
Escherichia coli,carbapenems,2010,Austria,2465,0.0,,,,
Escherichia coli,carbapenems,2010,Belgium,1014,0.0,,,,
Escherichia coli,carbapenems,2010,Denmark,2011,0.0,,,,
Escherichia coli,carbapenems,2010,Ireland,1940,0.0,,,,
Escherichia coli,carbapenems,2010,Netherlands,3380,0.0,,,,
Escherichia coli,carbapenems,2010,Sweden,3586,0.0,,,,
Escherichia coli,carbapenems,2010,United Kingdom,4025,0.0,,,,
Escherichia coli,carbapenems,2010,France,8164,0.0,,,,
Escherichia coli,carbapenems,2010,Germany,2931,0.0,,,,
Escherichia coli,carbapenems,2010,Hungary,1311,0.2,,,,
Escherichia coli,carbapenems,2010,Norway,2089,0.0,,,,
Escherichia coli,carbapenems,2010,Portugal,1443,0.3,,,,
Escherichia coli,carbapenems,2010,Slovenia,922,0.0,,,,
Escherichia coli,carbapenems,2010,Italy,2593,0.1,,,,
Escherichia coli,carbapenems,2010,Spain,5696,0.0,,,,
Escherichia coli,carbapenems,2010,Greece,1519,0.4,,,,
Escherichia coli,carbapenems,2010,Bulgaria,146,0.05,,,,
Escherichia coli,carbapenems,2011,Croatia,983,0.0,,,,
Escherichia coli,carbapenems,2011,Cyprus,138,0.7,,,,
Escherichia coli,carbapenems,2011,Czech Republic,1675,0.0,,,,
Escherichia coli,carbapenems,2011,Estonia,233,0.05,,,,
Escherichia coli,carbapenems,2011,Finland,3020,0.0,,,,
Escherichia coli,carbapenems,2011,Iceland,129,0.0,,,,
Escherichia coli,carbapenems,2011,Latvia,131,0.05,,,,
Escherichia coli,carbapenems,2011,Lithuania,1,0.05,,,,
Escherichia coli,carbapenems,2011,Luxembourg,351,0.05,,,,
Escherichia coli,carbapenems,2011,Malta,219,0.05,,,,
Escherichia coli,carbapenems,2011,Poland,1064,0.1,,,,
Escherichia coli,carbapenems,2011,Romania,47,0.05,,,,
Escherichia coli,carbapenems,2011,Slovakia,705,0.05,,,,
Escherichia coli,carbapenems,2011,Austria,2712,0.0,,,,
Escherichia coli,carbapenems,2011,Belgium,3989,0.0,,,,
Escherichia coli,carbapenems,2011,Denmark,2265,0.0,,,,
Escherichia coli,carbapenems,2011,Ireland,2149,0.0,,,,
Escherichia coli,carbapenems,2011,Netherlands,4405,0.0,,,,
Escherichia coli,carbapenems,2011,Sweden,5949,0.0,,,,
Escherichia coli,carbapenems,2011,United Kingdom,4640,0.1,,,,
Escherichia coli,carbapenems,2011,France,8503,0.0,,,,
Escherichia coli,carbapenems,2011,Germany,3593,0.0,,,,
Escherichia coli,carbapenems,2011,Hungary,1151,0.1,,,,
Escherichia coli,carbapenems,2011,Norway,2588,0.0,,,,
Escherichia coli,carbapenems,2011,Portugal,1755,0.0,,,,
Escherichia coli,carbapenems,2011,Slovenia,1002,0.0,,,,
Escherichia coli,carbapenems,2011,Italy,1854,0.2,,,,
Escherichia coli,carbapenems,2011,Spain,5593,0.0,,,,
Escherichia coli,carbapenems,2011,Greece,1127,0.9,,,,
Escherichia coli,carbapenems,2011,Bulgaria,145,0.05,,,,
Escherichia coli,carbapenems,2012,Croatia,900,0.0,,,,
Escherichia coli,carbapenems,2012,Cyprus,176,0.05,,,,
Escherichia coli,carbapenems,2012,Czech Republic,1729,0.1,,,,
Escherichia coli,carbapenems,2012,Estonia,252,0.05,,,,
Escherichia coli,carbapenems,2012,Finland,3161,0.0,,,,
Escherichia coli,carbapenems,2012,Iceland,138,0.0,,,,
Escherichia coli,carbapenems,2012,Latvia,153,0.05,,,,
Escherichia coli,carbapenems,2012,Lithuania,450,0.05,,,,
Escherichia coli,carbapenems,2012,Luxembourg,333,0.05,,,,
Escherichia coli,carbapenems,2012,Malta,216,0.05,,,,
Escherichia coli,carbapenems,2012,Poland,970,0.0,,,,
Escherichia coli,carbapenems,2012,Romania,182,0.0,,,,
Escherichia coli,carbapenems,2012,Slovakia,659,0.9,,,,
Escherichia coli,carbapenems,2012,Austria,3340,0.1,,,,
Escherichia coli,carbapenems,2012,Belgium,4119,0.0,,,,
Escherichia coli,carbapenems,2012,Denmark,2865,0.0,,,,
Escherichia coli,carbapenems,2012,Ireland,2369,0.0,,,,
Escherichia coli,carbapenems,2012,Netherlands,4701,0.0,,,,
Escherichia coli,carbapenems,2012,Sweden,5532,0.0,,,,
Escherichia coli,carbapenems,2012,United Kingdom,5182,0.2,,,,
Escherichia coli,carbapenems,2012,France,9091,0.0,,,,
Escherichia coli,carbapenems,2012,Germany,4184,0.0,,,,
Escherichia coli,carbapenems,2012,Hungary,1307,0.0,,,,
Escherichia coli,carbapenems,2012,Norway,3023,0.0,,,,
Escherichia coli,carbapenems,2012,Portugal,2041,0.1,,,,
Escherichia coli,carbapenems,2012,Slovenia,1168,0.0,,,,
Escherichia coli,carbapenems,2012,Italy,3021,0.3,,,,
Escherichia coli,carbapenems,2012,Spain,5670,0.1,,,,
Escherichia coli,carbapenems,2012,Greece,1396,1.4,,,,
Escherichia coli,carbapenems,2012,Bulgaria,191,2.6,,,,
Escherichia coli,carbapenems,2013,Croatia,1038,0.0,,,,
Escherichia coli,carbapenems,2013,Cyprus,162,0.0,,,,
Escherichia coli,carbapenems,2013,Czech Republic,1733,0.0,,,,
Escherichia coli,carbapenems,2013,Estonia,283,0.0,,,,
Escherichia coli,carbapenems,2013,Finland,3690,0.0,,,,
Escherichia coli,carbapenems,2013,Iceland,121,0.0,,,,
Escherichia coli,carbapenems,2013,Latvia,135,0.0,,,,
Escherichia coli,carbapenems,2013,Lithuania,431,0.0,,,,
Escherichia coli,carbapenems,2013,Luxembourg,295,0.0,,,,
Escherichia coli,carbapenems,2013,Malta,248,0.0,,,,
Escherichia coli,carbapenems,2013,Poland,938,0.0,,,,
Escherichia coli,carbapenems,2013,Romania,299,0.0,,,,
Escherichia coli,carbapenems,2013,Slovakia,588,0.0,,,,
Escherichia coli,carbapenems,2013,Austria,4257,0.05,,,,
Escherichia coli,carbapenems,2013,Belgium,4246,0.05,,,,
Escherichia coli,carbapenems,2013,Denmark,2832,0.05,,,,
Escherichia coli,carbapenems,2013,Ireland,2476,0.05,,,,
Escherichia coli,carbapenems,2013,Netherlands,4726,0.05,,,,
Escherichia coli,carbapenems,2013,Sweden,7347,0.05,,,,
Escherichia coli,carbapenems,2013,United Kingdom,6251,0.05,,,,
Escherichia coli,carbapenems,2013,France,9585,0.1,,,,
Escherichia coli,carbapenems,2013,Germany,5247,0.1,,,,
Escherichia coli,carbapenems,2013,Hungary,1355,0.1,,,,
Escherichia coli,carbapenems,2013,Norway,3079,0.1,,,,
Escherichia coli,carbapenems,2013,Portugal,2668,0.1,,,,
Escherichia coli,carbapenems,2013,Slovenia,1224,0.1,,,,
Escherichia coli,carbapenems,2013,Italy,3989,0.6,,,,
